Window Size,KL Score
10,0.16134051452065004
20,0.17215970548089177
30,0.0879105722681245
40,0.0780800614998529
50,0.09400687716110825
60,0.0832617042183362
70,0.055038700056614265
80,0.0604457535728183
90,0.07811830293618881
100,0.07219942532135684
110,0.0826072851896419
120,0.05210052734086475
130,0.05238673324772639
140,0.07141034056556599
150,0.06439953301407311
160,0.04903817063656478
