time_seconds,base_probes_per_sec,adaptive_probes_per_sec,kl_probes_per_sec,base_cpu_time_per_sec,adaptive_cpu_time_per_sec,kl_cpu_time_per_sec,base_cum_probes,adaptive_cum_probes,kl_cum_probes,base_cum_cpu,adaptive_cum_cpu,kl_cum_cpu,base_kl_vs_gt,adaptive_kl_vs_gt,kl_kl_vs_gt
17,20,4,4,6.799999999973494e-05,8.599999999958641e-05,5.200000000016303e-05,360,199,231,0.0010939999999992622,0.0019379999999999953,0.001188000000000855,0.23229657218512045,0.012187776585046217,0.2742430342492368
18,20,4,4,6.600000000034356e-05,8.499999999944663e-05,5.100000000002325e-05,380,203,235,0.0011599999999996058,0.002022999999999442,0.0012390000000008783,0.21768120835038374,0.012187776585046217,0.27391025798920077
19,20,4,4,6.899999999987472e-05,8.900000000000574e-05,5.200000000016303e-05,400,207,239,0.0012289999999994805,0.0021119999999994477,0.0012910000000010413,0.20159124441111254,0.012187776585046217,0.26766344157103006
20,20,4,9,7.599999999996498e-05,8.699999999972619e-05,6.099999999964467e-05,420,211,248,0.0013049999999994455,0.002198999999999174,0.001352000000000686,0.191367114674313,0.012187776585046217,0.25460611068967887
21,20,4,14,6.799999999973494e-05,8.600000000047459e-05,7.00000000000145e-05,440,215,262,0.0013729999999991804,0.0022849999999996484,0.0014220000000007005,0.17956013943952998,0.012187776585046217,0.23878795283294418
22,20,9,20,7.100000000015427e-05,0.0001020000000000465,0.00010899999999924859,460,224,282,0.0014439999999993347,0.002386999999999695,0.001530999999999949,0.16833393230111193,0.01198681493666498,0.21707139628902294
23,20,14,20,7.199999999940587e-05,0.00011399999999994748,0.00011900000000064637,480,238,302,0.0015159999999987406,0.0025009999999996424,0.0016500000000005954,0.1593727560118623,0.03064226293659633,0.1960046387236548
24,20,20,20,7.599999999996498e-05,0.00012500000000059686,9.300000000056485e-05,500,258,322,0.0015919999999987056,0.0026260000000002393,0.0017430000000011603,0.15184496758629906,0.03246127604444238,0.18155986210054453
25,20,20,20,7.599999999996498e-05,0.00013100000000054735,9.10000000002853e-05,520,278,342,0.0016679999999986705,0.0027570000000007866,0.0018340000000014456,0.14340488883911973,0.06093754550367614,0.1695100533041266
26,20,20,20,7.700000000010476e-05,0.000128000000000128,9.800000000037556e-05,540,298,362,0.0017449999999987753,0.0028850000000009146,0.0019320000000018211,0.1451623569665832,0.03712976608621066,0.17445403238819668
27,20,20,20,6.799999999973494e-05,0.00011500000000008725,9.499999999995623e-05,560,318,382,0.0018129999999985102,0.003000000000001002,0.0020270000000017774,0.17974464593563055,0.01956408205877047,0.19746405581469817
28,20,20,20,6.500000000020378e-05,0.00011399999999994748,8.999999999925734e-05,580,338,402,0.001877999999998714,0.0031140000000009493,0.0021170000000010347,0.18616127707409447,0.007813969760331108,0.21635085672373877
29,20,14,14,6.799999999973494e-05,0.00010600000000060561,8.100000000066387e-05,600,352,416,0.001945999999998449,0.003220000000001555,0.0021980000000016986,0.21232449354642102,0.007813969760331108,0.22059136514791167
30,20,9,9,6.899999999987472e-05,9.999999999976694e-05,5.799999999922534e-05,620,361,425,0.0020149999999983237,0.003320000000001322,0.002256000000000924,0.23764898374295895,0.007813969760331108,0.23794249933363654
31,20,4,4,7.399999999968543e-05,9.099999999939712e-05,5.699999999997374e-05,640,365,429,0.002088999999998009,0.003411000000000719,0.0023130000000008977,0.26237256511499574,0.007813969760331108,0.24487413033949768
32,20,4,4,6.700000000048334e-05,8.900000000000574e-05,5.600000000072214e-05,660,369,433,0.0021559999999984925,0.0035000000000007248,0.00236900000000162,0.2804989938946765,0.007813969760331108,0.2518293349763261
33,20,4,4,7.299999999954565e-05,8.799999999986596e-05,5.100000000002325e-05,680,373,437,0.002228999999998038,0.0035880000000005907,0.002420000000001643,0.3184043373991945,0.007813969760331108,0.2621351462199326
34,20,4,4,8.00000000005241e-05,8.900000000000574e-05,5.9000000000253294e-05,700,377,441,0.002308999999998562,0.0036770000000005965,0.0024790000000018964,0.33203307812583716,0.007813969760331108,0.26424610503363577
35,20,4,4,7.00000000000145e-05,8.900000000000574e-05,5.100000000002325e-05,720,381,445,0.0023789999999985767,0.003766000000000602,0.0025300000000019196,0.3364561193070392,0.007813969760331108,0.2696048122298693
36,20,4,4,7.599999999996498e-05,9.000000000014552e-05,5.100000000002325e-05,740,385,449,0.0024549999999985417,0.0038560000000007477,0.002581000000001943,0.3422696274872461,0.007813969760331108,0.27449430491030746
37,20,4,4,8.300000000005525e-05,8.799999999986596e-05,5.099999999913507e-05,760,389,453,0.002537999999998597,0.003944000000000614,0.002632000000001078,0.353127796294711,0.007813969760331108,0.27578641007389915
38,20,4,4,8.700000000061436e-05,8.900000000000574e-05,5.600000000072214e-05,780,393,457,0.0026249999999992113,0.004033000000000619,0.0026880000000018,0.36578483801988826,0.007813969760331108,0.28825531965789586
39,20,4,4,8.00000000005241e-05,8.799999999986596e-05,5.3999999999554404e-05,800,397,461,0.0027049999999997354,0.004121000000000485,0.0027420000000013545,0.3716488378243201,0.007813969760331108,0.2975335894183885
40,20,4,4,8.199999999991547e-05,8.799999999986596e-05,5.100000000002325e-05,820,401,465,0.002786999999999651,0.004209000000000351,0.0027930000000013777,0.38482945756262077,0.007813969760331108,0.29922564782800265
41,20,4,4,9.000000000014552e-05,8.800000000075414e-05,5.499999999969418e-05,840,405,469,0.0028769999999997964,0.0042970000000011055,0.002848000000001072,0.3908535325164806,0.007813969760331108,0.3041945888519546
42,20,4,4,9.300000000056485e-05,8.500000000033481e-05,5.400000000044258e-05,860,409,473,0.0029700000000003612,0.00438200000000144,0.0029020000000015145,0.3915827943430239,0.007813969760331108,0.30341081790193947
43,20,4,4,8.799999999986596e-05,8.300000000005525e-05,5.2999999999414626e-05,880,413,477,0.003058000000000227,0.0044650000000014956,0.002955000000000929,0.40182581577588405,0.007813969760331108,0.3056010707593153
44,20,4,4,8.900000000000574e-05,7.899999999949614e-05,5.3000000000302805e-05,900,417,481,0.003147000000000233,0.004544000000000992,0.003008000000001232,0.41097233900668295,0.007813969760331108,0.3102301621027215
45,20,4,4,9.19999999995369e-05,5.599999999983396e-05,5.100000000002325e-05,920,421,485,0.00323899999999977,0.004600000000000826,0.003059000000001255,0.42729379970838066,0.007813969760331108,0.31388504141407525
46,20,4,4,0.00010500000000046583,5.400000000044258e-05,5.3999999999554404e-05,940,425,489,0.0033440000000002357,0.004654000000001268,0.0031130000000008096,0.44187609378714243,0.007813969760331108,0.31806440966253136
47,20,9,4,8.999999999925734e-05,7.800000000024454e-05,5.3000000000302805e-05,960,434,493,0.003433999999999493,0.004732000000001513,0.0031660000000011124,0.4511594773006231,0.00789267526853521,0.3220645234087627
48,20,14,4,9.600000000009601e-05,0.0001230000000003173,5.499999999969418e-05,980,448,497,0.003529999999999589,0.00485500000000183,0.0032210000000008066,0.46765108572085734,0.014318483247425462,0.32530244073054704
49,20,20,4,8.600000000047459e-05,0.00370999999999988,5.499999999969418e-05,1000,468,501,0.0036160000000000636,0.00856500000000171,0.0032760000000005007,0.475449599447873,0.042018329855023295,0.330808295197083
50,20,14,4,9.099999999939712e-05,0.00011600000000022703,5.499999999969418e-05,1020,482,505,0.0037069999999994607,0.008681000000001937,0.003331000000000195,0.48405572265383734,0.042018329855023295,0.33756208342957594
51,20,9,4,9.10000000002853e-05,6.200000000067263e-05,5.699999999997374e-05,1040,491,509,0.003797999999999746,0.00874300000000261,0.0033880000000001687,0.49436087913147553,0.042018329855023295,0.3474678180654356
52,20,4,4,9.799999999948739e-05,5.799999999922534e-05,5.699999999997374e-05,1060,495,513,0.0038959999999992334,0.008801000000001835,0.0034450000000001424,0.49417788266016316,0.042018329855023295,0.34643920742031
53,20,4,4,0.00010599999999971743,0.00010900000000013677,5.8000000000113516e-05,1080,499,517,0.004001999999998951,0.008910000000001972,0.003503000000000256,0.4846152589262904,0.042018329855023295,0.3422855176339408
54,20,4,4,0.00010799999999999699,0.00011599999999933885,6.099999999964467e-05,1100,503,521,0.004109999999998948,0.00902600000000131,0.0035639999999999006,0.47185763683701654,0.042018329855023295,0.33820898064813953
55,20,4,4,0.00011000000000027654,9.200000000042508e-05,5.8000000000113516e-05,1120,507,525,0.004219999999999224,0.009118000000001736,0.003622000000000014,0.459729486666111,0.042018329855023295,0.33609017686556686
56,20,4,4,0.00010999999999938836,0.00010699999999985721,6.000000000039307e-05,1140,511,529,0.004329999999998613,0.009225000000001593,0.003682000000000407,0.4512277008970971,0.042018329855023295,0.3328407694239707
57,20,4,4,0.00010600000000060561,8.699999999972619e-05,5.9999999999504894e-05,1160,515,533,0.004435999999999218,0.00931200000000132,0.003741999999999912,0.44571565465444185,0.042018329855023295,0.32931277870555886
58,20,9,4,0.0001129999999998077,0.00010599999999971743,5.9000000000253294e-05,1180,524,537,0.004548999999999026,0.009418000000001037,0.0038010000000001654,0.43501380061161454,0.033359420964071296,0.3266839556951555
59,20,14,4,0.0001129999999998077,0.00013500000000021828,6.100000000053285e-05,1200,538,541,0.004661999999998834,0.009553000000001255,0.003862000000000698,0.4269349779136349,0.02442589761827829,0.3229145546063401
60,20,20,4,0.0001129999999998077,0.00013799999999974943,6.099999999964467e-05,1220,558,545,0.0047749999999986414,0.009691000000001004,0.003923000000000343,0.4181938115690964,0.013736638835834536,0.3195404739048153
61,20,20,9,0.0001129999999998077,0.00012499999999970868,6.899999999987472e-05,1240,578,554,0.004887999999998449,0.009816000000000713,0.003992000000000218,0.4109743139574247,0.0065604479856535836,0.31408579922248614
62,20,20,14,0.00011700000000036681,0.00013199999999979894,8.500000000033481e-05,1260,598,568,0.005004999999998816,0.009948000000000512,0.004077000000000552,0.40247779842171116,0.00564212074496151,0.30465845149984494
63,20,20,20,0.00011699999999947863,0.00013199999999979894,9.399999999981645e-05,1280,618,588,0.005121999999998295,0.010080000000000311,0.004171000000000369,0.39397255072783843,0.006203211503387651,0.292050676306183
64,20,20,20,0.00011300000000069588,0.00013099999999965917,9.099999999939712e-05,1300,638,608,0.0052349999999989905,0.01021099999999997,0.004261999999999766,0.3910474853824788,0.007838804598263804,0.2834091284248149
65,20,20,20,0.00011000000000027654,0.00011700000000036681,9.200000000042508e-05,1320,658,628,0.005344999999999267,0.010328000000000337,0.004354000000000191,0.40317925545528377,0.01230006316279919,0.30605916526307153
66,20,20,20,0.00011199999999966792,0.00010799999999999699,8.799999999986596e-05,1340,678,648,0.005456999999998935,0.010436000000000334,0.004442000000000057,0.4098319087255311,0.03291987643836669,0.32785634580976053
67,20,20,20,0.00011500000000008725,0.00011599999999933885,8.900000000000574e-05,1360,698,668,0.005571999999999022,0.010551999999999673,0.004531000000000063,0.42461228046676425,0.04121677772969723,0.34826642165108335
68,20,20,14,0.00011700000000036681,0.00014700000000011926,7.800000000024454e-05,1380,718,682,0.005688999999999389,0.010698999999999792,0.004609000000000307,0.43509128523606966,0.06463935733913084,0.35002464979184333
69,20,20,9,0.0001120000000005561,0.00010600000000060561,7.300000000043383e-05,1400,738,691,0.005800999999999945,0.010805000000000398,0.004682000000000741,0.440121999989587,0.07889125436537037,0.3656580352265124
70,20,20,4,0.00010999999999938836,0.00010799999999999699,6.599999999945538e-05,1420,758,695,0.0059109999999993335,0.010913000000000395,0.0047480000000001965,0.4487753851718135,0.08859821174640792,0.36871510990151246
71,20,20,4,0.00010799999999999699,0.00016000000000016001,6.600000000034356e-05,1440,778,699,0.0060189999999993304,0.011073000000000555,0.00481400000000054,0.45207263797963604,0.11819432668486218,0.37870741481841075
72,20,20,4,0.0001129999999998077,0.0001509999999997902,6.4000000000064e-05,1460,798,703,0.006131999999999138,0.011224000000000345,0.004878000000000604,0.45586611285896206,0.15039201172854422,0.38526190663178905
73,20,20,4,0.00011500000000008725,0.00010699999999985721,6.599999999945538e-05,1480,818,707,0.006246999999999225,0.011331000000000202,0.0049440000000000595,0.4603212717360796,0.16386236535076182,0.3937208434109414
74,20,20,4,0.00011300000000069588,0.00011900000000064637,6.699999999959516e-05,1500,838,711,0.006359999999999921,0.011450000000000848,0.005010999999999655,0.46236358312779813,0.186576775677036,0.39901207228134017
75,20,20,4,0.00010900000000013677,0.00014200000000030855,6.500000000020378e-05,1520,858,715,0.006469000000000058,0.011592000000001157,0.005075999999999858,0.4645314118959507,0.20830066620761745,0.3989705406788432
76,20,20,4,0.0001230000000003173,0.0001509999999997902,6.199999999978445e-05,1540,878,719,0.006592000000000375,0.011743000000000947,0.005137999999999643,0.47179725916798476,0.2333554759971852,0.3989705406788432
77,20,14,4,0.00011999999999989797,0.00014399999999969992,6.799999999973494e-05,1560,892,723,0.006712000000000273,0.011887000000000647,0.005205999999999378,0.48082287236643095,0.2333554759971852,0.40397819766806853
78,20,9,4,0.00011999999999989797,0.00012499999999970868,6.800000000062312e-05,1580,901,727,0.006832000000000171,0.012012000000000356,0.005274000000000001,0.4834882067954589,0.2333554759971852,0.40573565785172416
79,20,4,4,0.0001230000000003173,7.300000000043383e-05,6.4000000000064e-05,1600,905,731,0.006955000000000489,0.01208500000000079,0.005338000000000065,0.49313062213942516,0.2333554759971852,0.4091263173584134
80,20,4,4,0.00012100000000003774,7.700000000010476e-05,7.599999999996498e-05,1620,909,735,0.007076000000000526,0.012162000000000894,0.00541400000000003,0.4997221473662695,0.2333554759971852,0.4085860398621799
81,20,4,4,0.00011600000000022703,0.00011500000000008725,6.4000000000064e-05,1640,913,739,0.007192000000000753,0.012277000000000982,0.005478000000000094,0.5045680971764681,0.2333554759971852,0.41101626356745835
82,20,4,4,0.00012499999999970868,0.00011799999999961841,7.599999999996498e-05,1660,917,743,0.007317000000000462,0.0123950000000006,0.005554000000000059,0.5125896887099388,0.2333554759971852,0.41173665725723296
83,20,4,4,0.0001290000000002678,0.00010500000000046583,7.100000000015427e-05,1680,921,747,0.00744600000000073,0.012500000000001066,0.005625000000000213,0.5237865295562638,0.2333554759971852,0.41443727691227017
84,20,4,4,0.0001239999999995689,0.00021100000000018326,6.799999999973494e-05,1700,925,751,0.007570000000000299,0.012711000000001249,0.005692999999999948,0.52753914918353,0.2333554759971852,0.41483550221862153
85,20,4,4,0.00013500000000021828,0.0001299999999995194,6.899999999987472e-05,1720,929,755,0.007705000000000517,0.012841000000000768,0.005761999999999823,0.5195889642106502,0.2333554759971852,0.4125640547409587
86,20,4,4,0.00013600000000035806,0.00011000000000027654,6.899999999987472e-05,1740,933,759,0.007841000000000875,0.012951000000001045,0.0058309999999996975,0.5133536166621855,0.2333554759971852,0.4104951947275961
87,20,4,4,0.00013700000000049783,0.00010499999999957765,7.100000000015427e-05,1760,937,763,0.007978000000001373,0.013056000000000623,0.005901999999999852,0.5078292613570083,0.2333554759971852,0.4064223615111664
88,20,4,4,0.00014299999999956015,0.0001020000000000465,6.899999999987472e-05,1780,941,767,0.008121000000000933,0.01315800000000067,0.0059709999999997265,0.5011589473003977,0.2333554759971852,0.40466081814817345
89,20,4,4,0.00014200000000030855,0.00011399999999994748,7.00000000000145e-05,1800,945,771,0.008263000000001242,0.013272000000000617,0.006040999999999741,0.4944885404060744,0.2333554759971852,0.4022231654086179
90,20,4,4,0.00014399999999969992,0.00011600000000022703,7.09999999992661e-05,1820,949,775,0.008407000000000941,0.013388000000000844,0.006111999999999007,0.4860972337568642,0.2333554759971852,0.3986277099852298
91,20,4,4,0.00014100000000016877,0.0001020000000000465,7.100000000015427e-05,1840,953,779,0.00854800000000111,0.01349000000000089,0.006182999999999161,0.479741076127444,0.2333554759971852,0.3958030176415239
92,20,9,9,0.00015999999999927184,0.00012299999999942912,9.399999999981645e-05,1860,962,788,0.008708000000000382,0.01361300000000032,0.006276999999998978,0.47472538799086483,0.22046974255979468,0.38925450132685935
93,20,14,14,0.00014200000000030855,0.00014300000000044832,0.00010599999999971743,1880,976,802,0.00885000000000069,0.013756000000000768,0.006382999999998695,0.4685659450383859,0.21099909569976627,0.38202219487750166
94,20,20,20,0.00013799999999974943,0.00014899999999951064,0.0001120000000005561,1900,996,822,0.00898800000000044,0.013905000000000278,0.006494999999999251,0.4638924850753152,0.17859599358921519,0.3712192817602413
95,20,20,20,0.00014299999999956015,0.00017800000000001148,0.00010699999999985721,1920,1016,842,0.009131,0.01408300000000029,0.006601999999999109,0.4574019409700445,0.17389637759539656,0.362225496388604
96,20,20,20,0.00014800000000025904,0.00018500000000010175,0.00010799999999999699,1940,1036,862,0.00927900000000026,0.014268000000000391,0.006709999999999106,0.4507084352431555,0.164670571147145,0.3505447563055022
97,20,20,20,0.00014700000000011926,0.00016799999999950188,0.00010700000000074539,1960,1056,882,0.009426000000000379,0.014435999999999893,0.006816999999999851,0.44527683424138653,0.15753049039190192,0.3405576661948464
98,20,20,20,0.00014500000000072788,0.00019200000000019202,0.00011500000000008725,1980,1076,902,0.009571000000001106,0.014628000000000085,0.006931999999999938,0.4408554915749674,0.1287448102402633,0.333218996941121
99,20,20,20,0.0001490000000003988,0.0001669999999993621,0.00010900000000013677,2000,1096,922,0.009720000000001505,0.014794999999999447,0.007041000000000075,0.4355214373188774,0.11171713815744999,0.3248391910037871
