time_seconds,base_probes_per_sec,adaptive_probes_per_sec,kl_probes_per_sec,base_cpu_time_per_sec,adaptive_cpu_time_per_sec,kl_cpu_time_per_sec,base_cum_probes,adaptive_cum_probes,kl_cum_probes,base_cum_cpu,adaptive_cum_cpu,kl_cum_cpu,base_kl_vs_gt,adaptive_kl_vs_gt,kl_kl_vs_gt
0,50,50,50,0.00015700000000018477,0.00018600000000024153,0.00014600000000042357,50,50,50,0.00015700000000018477,0.00018600000000024153,0.00014600000000042357,0.05775630259548348,0.3040328119909603,0.05775630259548348
1,50,50,50,0.0001180000000000625,0.00022699999999975518,0.00012799999999968392,100,100,100,0.00027500000000024727,0.0004129999999999967,0.0002740000000001075,0.0013885339210908398,0.19032101789691547,0.0013885339210908398
2,50,50,50,0.000124000000000013,0.00019100000000005224,0.0001349999999997742,150,150,150,0.00039900000000026026,0.0006040000000000489,0.0004089999999998817,0.0003776199160920868,0.08993710428072454,0.0003776199160920868
3,50,50,50,0.00012100000000003774,0.0036839999999997985,0.0001450000000002838,200,200,200,0.000520000000000298,0.0042879999999998475,0.0005540000000001655,0.00011078470624670267,0.09118231819846112,0.00011078470624670267
4,50,50,50,0.00011799999999961841,0.00019100000000005224,0.00013599999999991397,250,250,250,0.0006379999999999164,0.0044789999999999,0.0006900000000000794,0.0007039044162399088,0.10635333852058282,0.0007039044162399088
5,50,50,50,0.00011600000000022703,0.0001989999999998382,0.00013299999999993872,300,300,300,0.0007540000000001434,0.004677999999999738,0.0008230000000000182,0.0016288913127253668,0.11494522549193253,0.0016288913127253668
6,50,50,50,9.799999999993148e-05,0.00017000000000022553,0.00011699999999992272,350,350,350,0.0008520000000000749,0.0048479999999999634,0.0009399999999999409,0.08866573210254214,0.07906397398638554,0.08866573210254214
7,50,50,50,9.900000000007125e-05,0.00016499999999997073,0.00011699999999992272,400,400,400,0.0009510000000001462,0.005012999999999934,0.0010569999999998636,0.1924379742762703,0.03641578562865344,0.1924379742762703
8,50,50,50,9.69999999997917e-05,0.000156000000000045,0.00011500000000008725,450,450,450,0.0010479999999999379,0.005168999999999979,0.0011719999999999509,0.2665870636970773,0.023530702536101344,0.2665870636970773
9,50,36,36,9.799999999993148e-05,0.00012999999999996348,9.900000000007125e-05,500,486,486,0.0011459999999998693,0.005298999999999943,0.0012710000000000221,0.3097490634704405,0.023530702536101344,0.3015864093694338
10,50,23,23,0.00011599999999978294,0.00011399999999994748,8.199999999991547e-05,550,509,509,0.0012619999999996523,0.00541299999999989,0.0013529999999999376,0.37265090511288435,0.023530702536101344,0.31973952586167786
11,50,10,10,0.00010799999999999699,9.499999999995623e-05,6.299999999992423e-05,600,519,519,0.0013699999999996493,0.005507999999999846,0.0014159999999998618,0.4244787122702679,0.023530702536101344,0.33432337277528235
12,50,10,10,0.00011099999999997223,9.599999999965192e-05,0.000140000000000029,650,529,529,0.0014809999999996215,0.005603999999999498,0.0015559999999998908,0.4666515818217478,0.023530702536101344,0.3445187066982681
13,50,10,10,0.00011900000000020228,9.799999999993148e-05,6.99999999995704e-05,700,539,539,0.0015999999999998238,0.00570199999999943,0.0016259999999994612,0.4859069987475704,0.023530702536101344,0.34696987328443196
14,50,10,10,0.00013700000000005375,0.00010000000000021103,7.300000000043383e-05,750,549,549,0.0017369999999998775,0.005801999999999641,0.001698999999999895,0.4470349014472177,0.023530702536101344,0.34043687804952094
15,50,10,10,0.00013200000000024303,9.69999999997917e-05,6.99999999995704e-05,800,559,559,0.0018690000000001206,0.0058989999999994325,0.0017689999999994654,0.4300199669388973,0.023530702536101344,0.3364951476696876
16,50,10,10,0.00011600000000022703,9.69999999997917e-05,8.300000000005525e-05,850,569,569,0.0019850000000003476,0.005995999999999224,0.0018519999999995207,0.457048548783733,0.023530702536101344,0.3522713915669998
17,50,10,10,0.00011999999999989797,9.600000000009601e-05,9.299999999967667e-05,900,579,579,0.0021050000000002456,0.00609199999999932,0.0019449999999991974,0.4802804262003624,0.023530702536101344,0.36771866956770105
18,50,10,10,0.00013199999999979894,9.399999999981645e-05,8.199999999991547e-05,950,589,589,0.0022370000000000445,0.006185999999999137,0.002026999999999113,0.5026390879578406,0.023530702536101344,0.36921177860694043
19,50,10,10,0.00011999999999989797,9.900000000007125e-05,6.800000000017903e-05,1000,599,599,0.0023569999999999425,0.006284999999999208,0.002094999999999292,0.5143587416401048,0.023530702536101344,0.37919906082483656
20,50,10,10,0.0001180000000000625,0.00010600000000016152,6.700000000003925e-05,1050,609,609,0.002475000000000005,0.006390999999999369,0.002161999999999331,0.5329091303930593,0.023530702536101344,0.3898101316042166
21,50,10,10,0.00012799999999968392,0.00010399999999988196,7.100000000015427e-05,1100,619,619,0.002602999999999689,0.006494999999999251,0.0022329999999994854,0.5526083388088334,0.023530702536101344,0.3983200639547675
22,50,10,10,0.00013500000000021828,0.00010399999999988196,7.200000000029405e-05,1150,629,629,0.002737999999999907,0.006598999999999133,0.0023049999999997794,0.5740537020581555,0.023530702536101344,0.41100591989771995
23,50,10,10,0.0001349999999997742,0.00010399999999988196,7.100000000015427e-05,1200,639,639,0.0028729999999996814,0.006702999999999015,0.0023759999999999337,0.5872927671993549,0.023530702536101344,0.41544620006054434
24,50,10,10,0.0001390000000003333,9.300000000012076e-05,6.800000000017903e-05,1250,649,649,0.0030120000000000147,0.006795999999999136,0.0024440000000001127,0.6041729948653451,0.023530702536101344,0.42200128345658117
25,50,10,10,0.0001509999999997902,9.099999999984121e-05,6.700000000003925e-05,1300,659,659,0.003162999999999805,0.006886999999998977,0.002511000000000152,0.6170889998722964,0.023530702536101344,0.4282618041296167
26,50,10,10,0.00016199999999999548,7.299999999998974e-05,7.899999999994023e-05,1350,669,669,0.0033249999999998003,0.006959999999998967,0.0025900000000000922,0.5835660878920825,0.023530702536101344,0.4198395585994329
27,50,10,10,0.0001660000000001105,9.600000000009601e-05,7.400000000012952e-05,1400,679,679,0.003490999999999911,0.007055999999999063,0.0026640000000002217,0.5525739229094744,0.023530702536101344,0.41919311597861975
28,50,23,10,0.0001669999999998062,0.00013200000000024303,7.700000000010476e-05,1450,702,689,0.003657999999999717,0.007187999999999306,0.0027410000000003265,0.5244977336804411,0.024450768559811653,0.4125112536233235
29,50,36,10,0.00017800000000001148,0.00015300000000006975,8.000000000008001e-05,1500,738,699,0.0038359999999997285,0.007340999999999376,0.0028210000000004065,0.5024685036251819,0.026622708736032563,0.40620539389697186
30,50,50,10,0.00018399999999996197,0.00018300000000026628,7.799999999980045e-05,1550,788,709,0.0040199999999996905,0.007523999999999642,0.002899000000000207,0.485136525391091,0.029211299993320172,0.3992179201274595
31,50,50,10,0.00018199999999968242,0.00018699999999993722,7.899999999994023e-05,1600,838,719,0.004201999999999373,0.007710999999999579,0.002978000000000147,0.46840651369063835,0.02742965996538793,0.39274538299819484
32,50,50,23,0.00018099999999998673,0.00018899999999977268,9.799999999993148e-05,1650,888,742,0.00438299999999936,0.007899999999999352,0.0030760000000000787,0.4687517852000911,0.028364903388883533,0.3901381406075577
33,50,50,36,0.00015900000000002024,0.00016900000000008575,0.00011099999999997223,1700,938,778,0.00454199999999938,0.008068999999999438,0.003187000000000051,0.48795475930608134,0.03393975702854557,0.41688957582652364
34,50,50,50,0.00015199999999992997,0.00017500000000003624,0.0001349999999997742,1750,988,828,0.00469399999999931,0.008243999999999474,0.003321999999999825,0.49918850372469414,0.05535625240081854,0.439423746377531
35,50,36,36,0.00016399999999983095,0.00014300000000000423,0.00011599999999978294,1800,1024,864,0.004857999999999141,0.008386999999999478,0.003437999999999608,0.5146157015017443,0.05535625240081854,0.4643011123230163
36,50,23,23,0.0001550000000003493,0.00011699999999992272,9.900000000007125e-05,1850,1047,887,0.00501299999999949,0.008503999999999401,0.0035369999999996793,0.5246987605489204,0.05535625240081854,0.47498148488389413
